RLP,RLP_Name,EUNIS,EUNIS_angepasst,EUNIS_Name,EUNIS_Name_deutsch,LRT1,LRT2,LRT3,Qualifier_EUNIS_RLP,EAGLE_Biotic_Vegetation,EAGLE_vegetationType,EAGLE_water,EAGLE_MowingTypeValue,EAGLE_GrazingTypeValue,EAGLE_leafFormValue,EAGLE_Trees,EAGLE_wetness,NATFLO_wetness,NATFLO_species_richness,NATFLO_immature_soil,NATFLO_hydromorphic,NATFLO_acidity,NATFLO_saline,NATFLO_heavy_metal,NATFLO_depression,NATFLO_slope,EUNIS_substrate_type,NATFLO_root_penetration,NATFLO_geological_characteristics,EUNIS_geomorphology,NATFLO_slope_position,NATFLO_rows,NATFLO_bog,NATFLO_bosk,NATFLO_usage_intensity,NATFLO_usage,NATFLO_minHeight,NATFLO_maxHeight,NATFLO_geometry,EUNIS_dominant_plant_species,EAGLE_water_regime,EUNIS_water_regime,NATFLO_exposition,NATFLO_trophic_level,adjacency,NATFLO_temperature,NATFLO_minTreeCover,NATFLO_minShrubCover,NATFLO_minVegCover,NATFLO_minOpenSoilCov,EUNIS_altitude_zone,NATFLO_homogeneity,NATFLO_biomass,NATFLO_line_structures,NATFLO_cultivated
KB2,"Gewaesserbegleit. tr. Saum /Hochstaudenflur, linienf.",E5,E5,Woodland fringes and clearings and tall forb stands,Waeldsaeume und Lichtungen und Hochstaudenfluren,,,,includedIn,1,forbs,,natural,,,0,,,,0,1,,0,0,0,,,deep,,,valley,0,0,0,,,1,2,linear,,,intermittent desiccation,,eutrophic,,,Tree canopy cover below 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
KB3,"Waldbegleit. tr. Innensaum /Hochstaudenflur, linienf.",E5,E5,Woodland fringes and clearings and tall forb stands,Waeldsaeume und Lichtungen und Hochstaudenfluren,,,,includedIn,1,forbs,,natural,,,0,,,,0,0,,0,0,0,,,deep,,,,0,0,0,,,1,2,linear,,,intermittent desiccation,,eutrophic,,,Tree canopy cover below 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
KB4,"Waldbegleit. tr. Aussensaum / Hochstaudenflur, linienf.",E5,E5,Woodland fringes and clearings and tall forb stands,Waeldsaeume und Lichtungen und Hochstaudenfluren,,,,includedIn,1,forbs,,natural,,,0,,,,0,0,,0,0,0,,,deep,,,,0,0,0,,,1,2,linear,,,intermittent desiccation,,eutrophic,,,Tree canopy cover below 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
LB0,"Hochstaudenflur, flaechenhaft",E5,E5,Woodland fringes and clearings and tall forb stands,Waeldsaeume und Lichtungen und Hochstaudenfluren,,,,includedIn,1,forbs,,natural,,,0,,,,0,0,,0,0,0,,,deep,,,,0,0,0,,,1,2,,,,intermittent desiccation,,eutrophic,,,Tree canopy cover below 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
LB2,"Trockene Hochstaudenflur, flaechenhaft",E5,E5,Woodland fringes and clearings and tall forb stands,Waeldsaeume und Lichtungen und Hochstaudenfluren,,,,includedIn,1,forbs,,natural,,,0,,,,0,0,,0,0,0,,,deep,,,,0,0,0,,,1,2,,,,intermittent desiccation,,eutrophic,,,Tree canopy cover below 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
HC0,"Rain, Strassenrand",E5.1,E5.1,Anthropogenic herb stands,Anthropogene Krautfluren,,,,includedIn,1,graminaceous,,intensive,,,0,,,species_poor,0,0,,0,0,0,,,,,,,0,0,0,high,mowing,,1,linear,,,,,,,,Tree canopy cover below 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,1
HC3,Strassenrand,E5.1,E5.1,Anthropogenic herb stands,Anthropogene Krautfluren,,,,includedIn,1,graminaceous,,intensive,,,0,,,species_poor,0,0,,0,0,0,,,,,,,0,0,0,high,mowing,,1,linear,,,,,,,,Tree canopy cover below 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,1
HC4,Verkehrsrasenflaeche,E5.1,E5.1,Anthropogenic herb stands,Anthropogene Krautfluren,,,,includedIn,1,graminaceous,,intensive,,,0,,,species_poor,0,0,,0,0,0,,,,,,,0,0,0,high,mowing,,1,,,,,,,,,Tree canopy cover below 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,1
KA1,Ruderal. feucht. (nass.) Saum bzw. linienf. H.-staud-fl.,E5.1,E5.1,Anthropogenic herb stands,Anthropogene Krautfluren,,,,includedIn,1,forbs,,,,,0,,,,0,1,,0,0,0,,,deep,,,,0,0,0,,,1,2,linear,,,waterlogged,,eutrophic,,,Tree canopy cover below 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
KB1,Ruderal. trock. (frisch.) Saum bzw. linienf. H.-staudenfl.,E5.1,E5.1,Anthropogenic herb stands,Anthropogene Krautfluren,,,,includedIn,1,forbs,,,,,0,,,,0,0,,0,0,0,,,deep,,,,0,0,0,,,1,2,linear,,,intermittent desiccation,,eutrophic,,,Tree canopy cover below 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
LB3,Neophytenflur,E5.1,E5.1,Anthropogenic herb stands,Anthropogene Krautfluren,,,,includedIn,1,forbs,,,,,0,,,species_poor,0,0,,0,0,0,,,deep,,,,0,0,0,,,1,2,,,,,,eutrophic,,,Tree canopy cover below 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
KA0,Feuchte (nasser) Saum bzw. linienf. Hochstaudenflur,E5.4,E5.4,Moist or wet tall-herb and fern fringes and meadows,Feuchte und nasse Hochstaudenfluren und Farnsaeume und Wiesen,6430,,,includedIn,1,forbs,,,,,0,,moist/mesic,,0,1,,0,0,0,,,deep,,,,0,0,0,,,1,2,,,,waterlogged,,eutrophic,,,Tree canopy cover below 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
KA3,"Waldbegleit. f. Innensaum / Hochstaudenflur, linienf.",E5.4,E5.4,Moist or wet tall-herb and fern fringes and meadows,Feuchte und nasse Hochstaudenfluren und Farnsaeume und Wiesen,6430,,,includedIn,1,forbs,,,,,0,,moist/mesic,,0,1,,0,0,0,,,deep,,,,0,0,0,,,1,2,linear,,,waterlogged,,eutrophic,,,Tree canopy cover below 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
KA4,"Waldbegleit. f. Aussensaum / Hochstaudenflur, linienf.",E5.4,E5.4,Moist or wet tall-herb and fern fringes and meadows,Feuchte und nasse Hochstaudenfluren und Farnsaeume und Wiesen,6430,,,includedIn,1,forbs,,,,,0,,moist/mesic,,0,1,,0,0,0,,,deep,,,,0,0,0,,,1,2,linear,,,waterlogged,,eutrophic,,,Tree canopy cover below 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
LB1,"Feuchte Hochstaudenflur, flaechenhaft",E5.4,E5.4,Moist or wet tall-herb and fern fringes and meadows,Feuchte und nasse Hochstaudenfluren und Farnsaeume und Wiesen,,,,includedIn,1,forbs,,,,,0,,moist/mesic,,0,1,,0,0,0,,,deep,,,,0,0,0,,,1,2,,,,waterlogged,,eutrophic,,,Tree canopy cover below 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
KA2,"Gewaesserbegleit. f. Saum / Hochstaudenflur, linienf.",E5.41,E5.41,Screens or veils of perennial tall herbs lining watercourses,Fließgewässerbegleitende Uferhochstaudenfluren,6430,6430,,congruent,1,forbs,,,,,0,,moist/mesic,,0,1,,0,0,0,?,,deep,,,valley,0,0,0,,,1,2,linear,,,waterlogged,,eutrophic,,,Tree canopy cover below 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
BB0,Gebuesch; Strauchgruppe,F3.1,F3.1,Temperate thickets and shrub,Dickicht und Gebuesche der gemaessigten Zone,,,,congruent,1,shrub,,,,broad_leaved,0,,,,0,0,,0,0,0,,,,,,,0,0,1,,,2,5,,,,,,,,,Tree canopy cover below 10%,Shrub canopy cover exceeds 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
BB1,"Gebueschstreifen, Strauchreihe",F3.1,F3.1,Temperate thickets and shrub,Dickicht und Gebuesche der gemaessigten Zone,,,,includedIn,1,shrub,,,,broad_leaved,0,,,,0,0,,0,0,0,,,,,,,0,0,1,,,2,5,,,,,,,,,Tree canopy cover below 10%,Shrub canopy cover exceeds 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
BB10,Waermeliebende Gebuesche,F3.1,F3.1,Temperate thickets and shrub,Dickicht und Gebuesche der gemaessigten Zone,5110,40A0,,includedIn,1,shrub,,,,broad_leaved,0,,dry,,0,0,,0,0,0,,,,,,,0,0,1,,,2,5,,,,arid,,,,thermophile,Tree canopy cover below 10%,Shrub canopy cover exceeds 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
BB2,Einzelstrauch,F3.1,F3.1,Temperate thickets and shrub,Dickicht und Gebuesche der gemaessigten Zone,,,,includedIn,1,shrub,,,,broad_leaved,0,,,,0,0,,0,0,0,,,,,,,0,0,1,,,2,5,,,,,,,,,Tree canopy cover below 10%,Shrub canopy cover exceeds 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
BB3,stark verbuschte Gruenlandbrache (Verbuschung > 50%),F3.1,F3.1,Temperate thickets and shrub,Dickicht und Gebuesche der gemaessigten Zone,,,,includedIn,1,shrub,,,,broad_leaved,0,,,,0,0,,0,0,0,,,,,,,0,0,1,,,2,5,,,,,,,,,Tree canopy cover below 10%,Shrub canopy cover exceeds 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
BB7,Felsengebuesch,F3.1,F3.1,Temperate thickets and shrub,Dickicht und Gebuesche der gemaessigten Zone,40A0,,,includedIn,1,shrub,,,,broad_leaved,0,,dry,,1,0,,0,0,0,,,flat,,,hilltop,0,0,1,,,2,5,,,,arid,,,,,Tree canopy cover below 10%,Shrub canopy cover exceeds 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
BB9,Gebuesche mittlerer Standorte,F3.1,F3.1,Temperate thickets and shrub,Dickicht und Gebuesche der gemaessigten Zone,,,,includedIn,1,shrub,,,,broad_leaved,0,,,,0,0,,0,0,0,,,,,,,0,0,1,,,2,5,,,,intermittent desiccation,,,,,Tree canopy cover below 10%,Shrub canopy cover exceeds 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
DD3,Wacholder-Kalkhalbtrockenrasen,F3.161,F3.161,Juniper downs,Wacholdertriften auf kalkreichem Standort,5130,,,congruent,1,graminaceous/herbaceous/tree,,,,,0,,dry,species_rich,1,0,alkaline,0,0,0,?,limestone,flat,calcareous,,slope,0,0,0,low,mowing/grazing,2,5,,Juniperus,,arid,,,,,,,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,1
DA4,Wacholder-Heide,F3.162,F3.162,Sub-Atlantic juniper heaths,Subatlantische Wacholderheiden,5130,,,congruent,1,tree/dwarf_shrub,,,,,0,,dry,species_poor,1,0,acid,0,0,0,,sandy soils,,siliceous,,,0,0,0,,,2,5,,heath/Juniperus_communis,,intermittent desiccation,,,,,,,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
DB0,Feuchtheide,F4.1,F4.1,Wet heaths,Feuchtheiden,4010,,,congruent,1,dwarf_shrub,,,,,0,saturated ground,wet,species_poor,0,1,,0,0,0,,waterlogged peat,,peat/siliceous,,,0,0,0,,,0.1,0.5,,heath/Molinia,,waterlogged,,dystrophic,,,,,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
DB1,Zwergstrauch-Feuchtheide,F4.11,F4.11,Northern wet heaths,rdeuropaeische Feuchtheiden,4010,,,congruent,1,dwarf_shrub,,,,,0,saturated ground,wet,species_poor,0,1,acid,0,0,0,,waterlogged peat,,peat/siliceous,,,0,0,0,,,0.1,0.5,,heath/Erica,,waterlogged,,dystrophic,,,,,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
DB2,Pfeifengras-Feuchtheide,F4.13,F4.13,[Molinia caerulea] wet heaths,Pfeifengras-Feuchtheiden,,,,congruent,1,graminaceous,,,,,0,saturated ground,wet,species_poor,0,1,acid,0,0,0,,waterlogged peat,,peat/siliceous,,,0,0,0,,,,1,,Molinia/Erica,,waterlogged,,,,,,,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
DA0,trockene Heide,F4.2,F4.2,Dry heaths,Trockene Heide,,,,congruent,1,dwarf_shrub,,,,,0,,dry,species_poor,1,0,acid,0,0,0,,sandy soils,,siliceous,,,0,0,0,,,,1,,,,intermittent desiccation,,,,,,,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
DA3,Besenginster-Heide,F4.2,F4.2,Dry heaths,Trockene Heide,,,,includedIn,1,shrub,,,,,0,,dry,species_poor,0,0,acid,0,0,0,,sandy soils,,siliceous,,,0,0,0,,,1,2,,Cytisus scoparius,,intermittent desiccation,,,,,,,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
DA5,Bergheide-Beerenstrauchheide,F4.21,F4.21,Submontane [Vaccinium] - [Calluna] heaths,"Submontane Zwergstrauchheide (Vaccinium, Calluna)",4030,,,congruent,1,dwarf_shrub,,,,,0,,dry,species_poor,1,0,acid,0,0,0,,sandy soils,,siliceous,,,0,0,0,,,0.1,0.5,,heath/Vaccinium,,intermittent desiccation,,,,,,,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
DA1,Calluna-Heide,F4.22,F4.22,Sub-Atlantic [Calluna] - [Genista] heaths,"Subatlantische Zwergstrauchheide (Calluna, Genista)",4030,2310,,congruent,1,dwarf_shrub,,,,,0,,dry,species_poor,1,0,acid,0,0,0,,sandy soils,,siliceous,,,0,0,0,,,0.1,0.5,,heath/Calluna,,intermittent desiccation,,,,,,,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
DA2,degenerierte Calluna-Heide,F4.22,F4.22,Sub-Atlantic [Calluna] - [Genista] heaths,"Subatlantische Zwergstrauchheide (Calluna, Genista)",4030,2310,,includedIn,1,dwarf_shrub,,,,,0,,dry,species_poor,1,0,acid,0,0,0,,sandy soils,,siliceous,,,0,0,0,,,0.1,0.5,,heath/Calluna,,intermittent desiccation,,,,,,,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
DA6,"lineare Heideelemente, -saeume",F4.22,F4.22,Sub-Atlantic [Calluna] - [Genista] heaths,"Subatlantische Zwergstrauchheide (Calluna, Genista)",4030,,,includedIn,1,dwarf_shrub,,,,,0,,dry,species_poor,1,0,acid,0,0,0,,sandy soils,,siliceous,,,0,0,0,,,0.1,0.5,linear,heath,,intermittent desiccation,,,,,,,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
BB4,Weiden-Auengebuesch,F9.12,F9.12,Lowland and collinar riverine [Salix] shrub,Weidengebuesch an Fliessgewaessern im Tief- und Huegelland,91 E0,,,congruent,1,shrub,,,,broad_leaved,0,saturated ground,wet,,0,1,,0,0,1,,,,,,valley,0,0,1,,,2,5,,Salix,,fringing watercourses/riparian,,,,,Tree canopy cover below 10%,Shrub canopy cover exceeds 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
BB5,Bruchgebuesch,F9.2,F9.2,[Salix] carr and fen shrub,Weidengebuesch in Niedermooren,,,,congruent,1,shrub,,,,broad_leaved,0,saturated ground,very_wet,,0,1,,0,0,1,,,,,,,0,0,1,,,2,5,,Salix,,waterlogged,,,,,Tree canopy cover below 10%,Shrub canopy cover exceeds 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
BD0,Hecke,FA,FA,Hedgerows,Hecken,,,,congruent,1,shrub,,,,broad_leaved,0,,,,0,0,,0,0,0,,,,,,,1,0,1,,,2,25,linear,,,,,,,,,,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
BD1,Wallhecke,FA,FA,Hedgerows,Hecken,,,,includedIn,1,shrub,,,,broad_leaved,0,,,,0,0,,0,0,0,,,,,,,1,0,1,,,2,25,linear,,,,,,,,,,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
BD2,"Strauchhecke, ebenerdig",FA,FA,Hedgerows,Hecken,,,,includedIn,1,shrub,,,,broad_leaved,0,,,,0,0,,0,0,0,,,,,,,1,0,1,,,2,5,linear,,,,,,,,Tree canopy cover below 10%,Shrub canopy cover exceeds 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
BD4,Boeschungshecke,FA,FA,Hedgerows,Hecken,,,,includedIn,1,shrub,,,,broad_leaved,0,,,,0,0,,0,0,0,,,,,,,1,0,1,,,2,25,linear,,,,,,,,,,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
BD5,Schnitthecke,FA,FA,Hedgerows,Hecken,,,,includedIn,1,shrub,,,,broad_leaved,0,,,,0,0,,0,0,0,,,,,,,1,0,1,,,1,3,linear,,,,,,,,,,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
BD6,"Baumhecke, ebenerdig",FA,FA,Hedgerows,Hecken,,,,includedIn,1,tree,,,,broad_leaved,0,,,,0,0,,0,0,0,,,,,,,1,0,1,,,2,25,linear,,,,,,,,Tree canopy cover exceeds 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
HL0,"Weinberg, Rebkulturflaeche",FB.4,FB.4,Vineyards,"Weinberge, Weinanbauflaechen",,,,includedIn,1,shrub,,,,,0,,dry,,0,0,,0,0,0,,,,,,,1,0,0,high,vineyards,,3,rectangular,,,,,,,,Tree canopy cover below 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,1,1
HL1,"Bewirtschafteter Weinberg, Rebkulturflaeche",FB.4,FB.4,Vineyards,"Weinberge, Weinanbauflaechen",,,,includedIn,1,shrub,,,,,0,,mesic/dry,,0,0,,0,0,0,,,,,,,1,0,0,very_high,vineyards,,3,rectangular,,,,,,,,Tree canopy cover below 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,1,1
HL3,Rebkulturen in Steillage,FB.4,FB.4,Vineyards,"Weinberge, Weinanbauflaechen",,,,includedIn,1,shrub,,,,,0,,dry,,0,0,,0,0,0,,,,,,,1,0,0,high,vineyards,,3,rectangular,,,,,,,,Tree canopy cover below 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,1,1
HL4,Rebkulturen in ebener bis schwach geneigter Lage,FB.4,FB.4,Vineyards,"Weinberge, Weinanbauflaechen",,,,includedIn,1,shrub,,,,,0,,mesic/dry,,0,0,,0,0,0,,,,,,,1,0,0,high,vineyards,,3,rectangular,,,,,,,,Tree canopy cover below 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,1,1
HL7,Rebkulturbrachen in Steillage,FB.4,FB.4,Vineyards,"Weinberge, Weinanbauflaechen",,,,includedIn,1,shrub,,,,,0,,dry,,0,0,,0,0,0,,,,,,,1,0,0,high,vineyards,,3,rectangular,,,,,,,,Tree canopy cover below 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,1,1
HL8,Rebkulturbr. in ebener bis schwach geneigter Lage,FB.4,FB.4,Vineyards,"Weinberge, Weinanbauflaechen",,,,includedIn,1,shrub,,,,,0,,mesic/dry,,0,0,,0,0,0,,,,,,,1,0,0,very_high,vineyards,,3,rectangular,,,,,,,,Tree canopy cover below 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,1,1
HL9,"Weinbergs-, Rebkulturbrache",FB.4,FB.4,Vineyards,"Weinberge, Weinanbauflaechen",,,,includedIn,1,shrub,,,,,0,,mesic/dry,,0,0,,0,0,0,,,,,,,1,0,0,medium,vineyards,,3,rectangular,,,,,,,,Tree canopy cover below 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,1,1
AC5,Bachbegleitender Erlenwald,G1.1,G1.1,"Riparian and gallery woodland, with dominant alder, birch, poplar or willow","Gewaesser- und Galeriewaelder mit dominierenden Erlen, Birken, Pappeln oder Weiden",91 E0,,,includedIn,1,tree,,,,broad_leaved,1,saturated ground,wet,,0,1,,0,0,1,,,deep,alluvial,,brook_valley,0,0,0,low,,,,,Alnus,,intermittent flooding,,eutrophic,flowing_water,,Tree canopy cover exceeds 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,1,0
AF2,Pappelwald auf Auenstandort,G1.1,G1.1,"Riparian and gallery woodland, with dominant alder, birch, poplar or willow","Gewaesser- und Galeriewaelder mit dominierenden Erlen, Birken, Pappeln oder Weiden",91 E0,,,includedIn,1,tree,,,,broad_leaved,1,saturated ground,wet,,0,1,,0,0,1,,,deep,alluvial,,valley,0,0,0,low,,,,,Populus,,intermittent flooding,,eutrophic,flowing_water,,Tree canopy cover exceeds 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,1,0
BE0,Ufergehoelz,G1.1,G1.1,"Riparian and gallery woodland, with dominant alder, birch, poplar or willow","Gewaesser- und Galeriewaelder mit dominierenden Erlen, Birken, Pappeln oder Weiden",,,,includes,1,tree,,,,broad_leaved,0,saturated ground,wet,,0,1,,0,0,1,,,deep,alluvial,,valley,1,0,1,,,5,,linear,,,fringing watercourses/riparian,,eutrophic,flowing_water,,Tree canopy cover exceeds 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,1,0
BE1,Weiden-Ufergehoelz,G1.1,G1.1,"Riparian and gallery woodland, with dominant alder, birch, poplar or willow","Gewaesser- und Galeriewaelder mit dominierenden Erlen, Birken, Pappeln oder Weiden",,,,includedIn,1,tree,,,,broad_leaved,0,saturated ground,wet,,0,1,,0,0,1,,,deep,alluvial,,valley,1,0,1,,,5,,linear,Salix,,fringing watercourses/riparian,,eutrophic,flowing_water,,Tree canopy cover exceeds 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,1,0
BE2,Erlen-Ufergehoelz,G1.1,G1.1,"Riparian and gallery woodland, with dominant alder, birch, poplar or willow","Gewaesser- und Galeriewaelder mit dominierenden Erlen, Birken, Pappeln oder Weiden",,,,includedIn,1,tree,,,,broad_leaved,1,saturated ground,wet,,0,1,,0,0,1,,,deep,alluvial,,valley,1,0,1,,,5,,linear,Alnus,,fringing watercourses/riparian,,eutrophic,flowing_water,,Tree canopy cover exceeds 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,1,0
BE3,Pappel-Ufergehoelz,G1.1,G1.1,"Riparian and gallery woodland, with dominant alder, birch, poplar or willow","Gewaesser- und Galeriewaelder mit dominierenden Erlen, Birken, Pappeln oder Weiden",,,,includedIn,1,tree,,,,broad_leaved,1,saturated ground,wet,,0,1,,0,0,1,,,deep,alluvial,,valley,1,0,1,,,5,,linear,Populus,,fringing watercourses/riparian,,eutrophic,flowing_water,,Tree canopy cover exceeds 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,1,0
BE4,Erlen-Eschen-Ufergehoelz,G1.1,G1.1,"Riparian and gallery woodland, with dominant alder, birch, poplar or willow","Gewaesser- und Galeriewaelder mit dominierenden Erlen, Birken, Pappeln oder Weiden",,,,includedIn,1,tree,,,,broad_leaved,1,saturated ground,wet,,0,1,,0,0,1,,,deep,alluvial,,valley,1,0,1,,,5,,linear,Alnus/Fraxinus,,fringing watercourses/riparian,,eutrophic,flowing_water,,Tree canopy cover exceeds 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,1,0
AE2,Weiden-Auenwald,G1.11,G1.11,Riverine willow woodland,Weiden-Waelder an Fluessen,91 E0,,,congruent,1,tree,,,,broad_leaved,1,saturated ground,wet,,0,1,,0,0,0,,,deep,alluvial,,,0,0,0,low,,,,,Salix,,intermittent flooding,,eutrophic,flowing_water,,Tree canopy cover exceeds 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,planar/collinar,0,,0,0
AM2,Bachbegleitender Eschenwald,G1.2,G1.2,Mixed riparian floodplain and gallery woodland,Auen- und Galerie-Mischwaelder an Fliessgewaessern,91 F0,,,includedIn,1,tree,,,,broad_leaved,1,saturated ground,wet,species_rich,0,1,,0,0,1,,,deep,alluvial,,brook_valley,0,0,0,low,,,,,Fraxinus,,intermittent flooding,,eutrophic,,,Tree canopy cover exceeds 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
AB7,Eichen-Auenwald,G1.22,G1.22,Mixed oak - elm - ash woodland of great rivers,(Hartholzauen-)Mischwaelder mit Eiche Ulme und Esche an grossen Fluessen,91 F0,,,includedIn,1,tree,,,,broad_leaved,1,saturated ground,wet,species_rich,0,1,,0,0,1,,,deep,alluvial,,river_valley,0,0,0,low,,,,,Quercus,,intermittent flooding,,eutrophic,,,Tree canopy cover exceeds 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,planar,0,,0,0
AM3,Eschenwald auf Auenstandort,G1.22,G1.22,Mixed oak - elm - ash woodland of great rivers,(Hartholzauen-)Mischwaelder mit Eiche Ulme und Esche an grossen Fluessen,91 F0,,,includedIn,1,tree,,,,broad_leaved,1,saturated ground,wet,species_rich,0,1,,0,0,1,,,deep,alluvial,,valley,0,0,0,low,,,,,Fraxinus,,intermittent flooding,,eutrophic,,,Tree canopy cover exceeds 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,planar,0,,0,0
AP1,Ulmenmischwald auf Auenstandort,G1.22,G1.22,Mixed oak - elm - ash woodland of great rivers,(Hartholzauen-)Mischwaelder mit Eiche Ulme und Esche an grossen Fluessen,91 F0,,,includedIn,1,tree,,,,broad_leaved,1,saturated ground,wet,species_rich,0,1,,0,0,1,,,deep,alluvial,,river_valley,0,0,0,low,,,,,Ulmus,,intermittent flooding,,eutrophic,,,Tree canopy cover exceeds 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,planar,0,,0,0
AD4,Birken-Bruchwald,G1.4,G1.4,Broadleaved swamp woodland not on acid peat,Sumpfwaelder nicht auf saurem Torf,,,,includedIn,1,tree,,,,broad_leaved,1,saturated ground,very_wet,species_rich,0,1,acid,0,0,1,,waterlogged peat,,peat,,,0,1,0,low,,,,,Betula,,waterlogged,,dystrophic,,,Tree canopy cover exceeds 10%,Shrub canopy cover below 10%,Vegetation cover exceeds 30%,Bare ground negligible or nil,,0,,0,0
